natemis,province,name,region
700400208,GT,FUSION SECONDARY SCHOOL,PRETORIA
700910398,GT,GALEBOE MIDDLE SCHOOL,PRETORIA
700400909,GT,GA-RANKUWA PRIMARY SCHOOL,PRETORIA
700241852,GT,GONTSE PRIMARY SCHOOL,PRETORIA
700221458,GT,GOTTFRIED CHRISTELIKE PRIVAAT SKOOL,AKASIA
700400826,GT,HATFIELD NORTH CHRISTIAN ACADEMY,PRETORIA
700400345,GT,HAYWOOD COLLEGE,PRETORIA
700230300,GT,HILLVIEW HIGH SCHOOL,PRETORIA
700910479,GT,HL SETLALENTOA SECONDARY SCHOOL,PRETORIA
700240747,GT,HLOMPHANANG SECONDARY SCHOOL,PRETORIA
700230318,GT,HOER TEGNIESE SKOOL PRETORIA-TUINE,PRETORIA
700240044,GT,HOERSKOOL AKASIA,PRETORIA
700230326,GT,HOERSKOOL ELANDSPOORT,PRETORIA
700240051,GT,HOERSKOOL GERRIT MARITZ,PRETORIA
700230342,GT,HOERSKOOL HERCULES,PRETORIA
700230359,GT,HOERSKOOL LANGENHOVEN,PRETORIA
700240085,GT,HOERSKOOL PRETORIA-NOORD,PRETORIA
700230367,GT,HOERSKOOL PRETORIA-WES,PRETORIA
700230375,GT,HOERSKOOL TUINE,PRETORIA
700910512,GT,HOLY TRINITY SECONDARY SCHOOL,PRETORIA
700910553,GT,I. R. LESOLANG SECONDARY SCHOOL,PRETORIA
700910524,GT,IKAGENG PRIMARY SCHOOL,PRETORIA
700910531,GT,IKELENG PRIMARY SCHOOL,PRETORIA
700910574,GT,ITSENG PRIMARY SCHOOL,PRETORIA
700241802,GT,ITUMELENG MADIBA PRIMARY SCHOOL,PRETORIA
700240762,GT,KGADIME MATSEPE SECONDARY SCHOOL,PRETORIA
700910794,GT,KGATOENTLE SECONDARY SCHOOL,PRETORIA
700240788,GT,KGOTLELELANG PRIMARY SCHOOL,PRETORIA
700910761,GT,KOPA DILALELO PRIMARY SCHOOL,PRETORIA
700910780,GT,KULANI PRIMARY SCHOOL,PRETORIA
700240861,GT,KUTUNG PRIMARY SCHOOL,PRETORIA
700240259,GT,LAERSKOOL AKASIA,PRETORIA
700230771,GT,LAERSKOOL BERGSIG,PRETORIA
700230797,GT,LAERSKOOL BOOYSENS,PRETORIA
700230805,GT,LAERSKOOL BROEDERSTROOM,PRETORIA
700240267,GT,LAERSKOOL DANIE MALAN,PRETORIA
700230847,GT,LAERSKOOL EENDRACHT,PRETORIA
700230862,GT,LAERSKOOL GENERAAL BEYERS,PRETORIA
700230870,GT,LAERSKOOL GENERAAL JACQUES PIENAAR,PRETORIA
700230888,GT,LAERSKOOL GENERAAL NICOLAAS SMIT,PRETORIA
700230896,GT,LAERSKOOL HERMANSTAD,PRETORIA
700230912,GT,LAERSKOOL KAMEELDRIFT,PRETORIA
700240309,GT,LAERSKOOL RACHEL DE BEER,PRETORIA
700230987,GT,LAERSKOOL SAAMSPAN,PRETORIA
700240325,GT,LAERSKOOL THERESAPARK,PRETORIA
700231001,GT,LAERSKOOL TUINE,PRETORIA
700231019,GT,LAERSKOOL TUINRAND,PRETORIA
700240341,GT,LAERSKOOL VISSERSHOEK,PRETORIA
700240358,GT,LAERSKOOL VOORTREKKER-EEUFEES,PRETORIA
700230813,GT,LAERSKOOL WESTERLIG,PRETORIA
700400666,GT,LEAP SCIENCE AND MATHS SCHOOL,PRETORIA
700910824,GT,LEBOGANG PRIMARY SCHOOL,GA-RANKUWA
700910845,GT,LEKGALONG PRIMARY SCHOOL,PRETORIA
700240887,GT,LESEDI POTLANA PRIMARY SCHOOL,PRETORIA
700241844,GT,LESEDI PRIMARY SCHOOL,PRETORIA
700910876,GT,LESEGO PRIMARY SCHOOL,PRETORIA
700910881,GT,LESOLANG PRIMARY SCHOOL,PRETORIA
700910895,GT,LETLOTLO PRIMARY SCHOOL,PRETORIA
700232348,GT,LOTUS GARDENS SECONDARY SCHOOL,PRETORIA
700910937,GT,LOWE PRIMARY SCHOOL,PRETORIA
700914252,GT,LUCAS MOTSHABANOSI SECONDARY SCHOOL,PRETORIA
700910953,GT,M. H. BALOYI SECONDARY SCHOOL,PRETORIA
700910961,GT,MABOPANE SECONDARY SCHOOL,PRETORIA
700911001,GT,MAHLWARENG PRIMARY SCHOOL,PRETORIA
700911067,GT,MANAMELONG PRIMARY SCHOOL,PRETORIA
700911084,GT,MAPENANE SECONDARY SCHOOL,PRETORIA
700911114,GT,MAROPENG PRIMARY SCHOOL,PRETORIA
700911120,GT,MARULA PRIMARY SCHOOL,PRETORIA
700240937,GT,MATHAGA PRIMARY SCHOOL,PRETORIA
700400582,GT,MATLAPENG PRIMARY SCHOOL,PRETORIA
700240952,GT,MEETSENG PRIMARY SCHOOL,PRETORIA
700911187,GT,MERAFENG PRIMARY SCHOOL,PRETORIA
700911205,GT,MLOKOTWA DUBE PRIMARY SCHOOL,PRETORIA
700911263,GT,MODIRI SECONDARY SCHOOL,PRETORIA NORTH
700911268,GT,MODISELLE PRIMARY SCHOOL,PRETORIA
700911388,GT,MORULA VIEW PRIMARY SCHOOL,PRETORIA
700911498,GT,NGAKA MASEKO SECONDARY SCHOOL,PRETORIA
700911481,GT,NICK MPSHE SECONDARY SCHOOL,PRETORIA
700911556,GT,NM TSUENE HIGH SCHOOL,PRETORIA
700911520,GT,NONG PRIMARY SCHOOL,PRETORIA
700400271,GT,NORTHWOOD INDEPENDENT HIGH SCHOOL,PRETORIA
700230086,GT,OMAR H.S.EBRAHIM LOTUS GARDENS PRIMARY SCHOOL,PRETORIA
700400327,GT,ORCHARDS PRIMARY SCHOOL (TW),PRETORIA
700911950,GT,PATRICK MOLOTO PRIMARY SCHOOL,PRETORIA
700400794,GT,PELE PRIMARY SCHOOL,PRETORIA
700911609,GT,PELOTONA PRIMARY SCHOOL,PRETORIA
700911638,GT,PHILEMON MONTSHO PRIMARY SCHOOL,PRETORIA
700241091,GT,PHUTHANANG PRIMARY SCHOOL,PRETORIA
700241562,GT,PRINCESS PARK COLLEGE ROSSLYN,AKASIA
700911703,GT,RADINEO PRIMARY SCHOOL,PRETORIA
700911707,GT,RAKALE THABONG PRIMARY SCHOOL,PRETORIA
700911749,GT,RANTAILANE SECONDARY SCHOOL,PRETORIA
700241828,GT,REABETSWE PRIMARY SCHOOL,PRETORIA
700914265,GT,REATLEGILE PRIMARY SCHOOL,PRETORIA
700911794,GT,REFALOTSE PRIMARY SCHOOL,PRETORIA
700911798,GT,REFILWE PRIMARY SCHOOL,PRETORIA
700241158,GT,REFITHLILE PELE PRIMARY SCHOOL NO 1,PRETORIA
700911807,GT,REIMOLOTSWE PRIMARY SCHOOL,PRETORIA
700241174,GT,REITUMETSE SECONDARY SCHOOL,PRETORIA
700911471,GT,REKOPANTSE PRIMARY SCHOOL,PRETORIA
700241190,GT,RETHOMILE PRIMARY SCHOOL,PRETORIA
700911845,GT,RETLILEPELE PRIMARY SCHOOL,PRETORIA
700400144,GT,REVIVAL CHRISTIAN SCHOOL,PRETORIA
700241166,GT,RODNEY MOKOENA PREPARATORY SCHOOL,PRETORIA
700400699,GT,ROSSLYN PRIMARY SCHOOL,PRETORIA
700241232,GT,RUABOHLALE JUNIOR SECONDARY SCHOOL,PRETORIA
700913618,GT,SEAGENG SECONDARY SCHOOL,PRETORIA
700911984,GT,SETUMO - KHIBA SECONDARY SCHOOL,PRETORIA
700241753,GT,SHALOM PRIMARY SCHOOL,PRETORIA
700911994,GT,SIAMISANG PRIMARY SCHOOL,PRETORIA
700241761,GT,SINQOBILE PRIMARY SCHOOL,PRETORIA
700400730,GT,SIPHIWE MONTESSORI SCHOOL,PRETORIA
700400154,GT,SK MOSENEKE PRIMARY SCHOOL,PRETORIA
700912016,GT,SOSHANGAAN PRIMARY SCHOOL,PRETORIA
700400381,GT,SOSHANGUVE EAST SECONDARY SCHOOL,PRETORIA
700400239,GT,SOSHANGUVE SOUTH SECONDARY SCHOOL,PRETORIA
700400885,GT,ST ATHANASIUS CHRISTIAN SCHOOL-TSWAING CAMPUS,PRETORIA
700912039,GT,SUNVALLEY PRIMARY SCHOOL,PRETORIA
700912064,GT,TEBOGWANA SECONDARY SCHOOL,PRETORIA
700912069,GT,THABA MIDDLE SCHOOL,PRETORIA
700400527,GT,THORNTREE PRIMARY SCHOOL,PRETORIA
700400811,GT,THORNVIEW PRESTIGE COLLEGE,PRETORIA
700400965,GT,THORNVIEW PRESTIGE COLLEGE,PRETORIA
700912108,GT,THULAGANYO PRIMARY SCHOOL,MABOPANE
700241372,GT,THUTONG JUNIOR SECONDARY SCHOOL,PRETORIA
700912133,GT,TIDIMALONG PRIMARY SCHOOL,MABOPANE
700913626,GT,TIM MODISE PRIMARY SCHOOL,PRETORIA
700241398,GT,TIPFUXENI PRIMARY SCHOOL,PRETORIA
700241406,GT,TIYELELANI SECONDARY SCHOOL,PRETORIA
700912187,GT,TLOTLOMPHO PRIMARY SCHOOL,PRETORIA
700910678,GT,TOKYO SEXWALE PRIMARY SCHOOL,PRETORIA
700400835,GT,TSHEDZA PRE-PRIMARY SCHOOL,PRETORIA
700400866,GT,TSHWANE CITY COLLEGE,PRETORIA
700400690,GT,TSHWANE COLLEGE,PRETORIA
700912260,GT,TSIBOGO PRIMARY SCHOOL,PRETORIA
700912270,GT,TSWAING SECONDARY SCHOOL,PRETORIA
700241521,GT,VUKOSI PRIMARY SCHOOL,PRETORIA
700241547,GT,WALLMANSTHAL SECONDARY SCHOOL,PRETORIA
700912338,GT,WINTERVELDT HIGH SCHOOL,PRETORIA
500504125,KZN,CURRO MOUNT RICHMORE,
500497872,KZN,EHAWINI SECONDARY SCHOOL,
500504421,KZN,EMADUNGENI SECONDARY SCHOOL,
500497983,KZN,LIFE CHANGING CHRISTIAN SCHOOL,
500497132,KZN,MANDLA MTHETHWA COMP HIGH SCHOOL,
500498427,KZN,MUDEN PRIMARY SCHOOL,
500497058,KZN,NDLONDLOBALA PRIMARY SCHOOL,
500494949,KZN,PRINCESS PHUMZILE PRIMARY SCHOOL,
500498057,KZN,SIDINGIMFUNDO SECONDARY SCHOOL,
500498094,KZN,SINGAYO-IMFUNDO PRIMARY,
500497798,KZN,SUSAN NGCOBO PRIMARY SCHOOL,
500494505,KZN,THEMBALETHU HIGH SCHOOL,
500495689,KZN,UJIKELELE HIGH,
500444740,KZN,ALETHEIA CHRISTIAN COLLEGE,
500101343,KZN,AMADADA HIGH SCHOOL,
500101528,KZN,AMAHOBE PRIMARY SCHOOL,
500103045,KZN,AMAZULU HIGH SCHOOL,
500103193,KZN,ANNANDALE PRIMARY SCHOOL,
500103230,KZN,ANNIEVILLE PRIMARY SCHOOL,
500103378,KZN,ARBOR PARK PRIMARY SCHOOL,
500107744,KZN,BETHAMOYA SENIOR SECONDARY SCHOOL,
500110408,KZN,BLAAUWBOSCH PRIMARY SCHOOL ,
500110445,KZN,BLACKBANK PRIMARY SCHOOL,
500110667,KZN,BLUE MOUNTAIN PRIMARY SCHOOL,
500111888,KZN,BOTHA'S PASS FARM SCHOOL,
500113035,KZN,BUHLE BE - ALLEN PRIMARY SCHOOL,
500113183,KZN,BUHLEBENTUTHUKO PRIMARY SCHOOL,
500113368,KZN,BUHLEBOMZINYATHI  SECONDARY  SCHOOL,
500226884,KZN,BUSY BEE PRIMARY SCHOOL,
500114145,KZN,CACA PRIMARY SCHOOL,
500114182,KZN,CACAMEZELA SECONDARY SCHOOL,
500114811,KZN,CATHULANI PRIMARY SCHOOL,
500114996,KZN,CEBELIHLE PRIMARY SCHOOL,
500115255,KZN,CELA COMBINED SCHOOL,
500449291,KZN,CELANI PRIMARY SCHOOL,
500324971,KZN,CHARLESTOWN HIGH SCHOOL,
500116180,KZN,CHELMSFORD PRIMARY SCHOOL,
500117068,KZN,CLAVIS PRIMARY SCHOOL,
500117956,KZN,COOPER PRIMARY SCHOOL,
500119843,KZN,DANNHAUSER PRIMARY FULL SERVICE SCHOOL,
500119880,KZN,DANNHAUSER SECONDARY SCHOOL,
500120620,KZN,DEDANGIFUNDE SECONDARY SCHOOL,
500122396,KZN,DNC COMBINED SCHOOL,
500123025,KZN,DOROTHEA COMBINED SCHOOL,
500123432,KZN,DRAKENSBERG PRIMERE SKOOL,
500123617,KZN,DUCK PONDS HIGH SCHOOL,
500128205,KZN,EKUBONGENI PRIMARY SCHOOL,
500495837,KZN,EKUSENI SECONDARY SECONDARY SCHOOL,
500130980,KZN,EMALAHLENI COMBINED SCHOOL ,
500131794,KZN,EMBABANE PRIMARY SCHOOL,
500132534,KZN,EMFUNDWENI HIGH SCHOOL,
500134347,KZN,EMPONDO PRIMARY SCHOOL,
500340511,KZN,EMTHUNZINI PRIMARY SCHOOL,
500135383,KZN,EMXHAKENI COMBINED PRIMARY SCHOOL,
500414622,KZN,ENHLANHLENI PRIMARY  SCHOOL,
500137159,KZN,ENHLOKWENI PRIMARY SCHOOL,
500137196,KZN,ENHLONIPHWENI SENIOR PRIMARY SCHOOL,
500137899,KZN,ENKULULEKWENI PRIMARY SCHOOL,
500139194,KZN,ENZIMANE COMBINED SCHOOL,
500140156,KZN,ESIDAKENI PRIMARY SCHOOL,
500140193,KZN,ESIDIDINI PRIMARY SCHOOL,
500414548,KZN,EZAMAKHANYA PRIMARY SCHOOL,
500143523,KZN,EZINCWADINI PRIMARY SCHOOL,
500144004,KZN,FAIRBREEZE PRIMARY SCHOOL,
500144707,KZN,Ferrum High School,
500147112,KZN,GARDENS COMBINED SCHOOL,
500148074,KZN,GELYKWATER  PRIMARY  SCHOOL,
500148740,KZN,GIJIMANI  PRIMARY SCHOOL,
500489732,KZN,GRACE MISSION SCHOOL,
500151811,KZN,GREENOCK PRIMARY SCHOOL,
500152070,KZN,GROENVLEI COMBINED  SCHOOL,
500153106,KZN,HAIG   COMBINED     SCHOOL,
500448255,KZN,HILLDROP HERITAGE SCHOOL ,
500155585,KZN,HILLTOP COMBINED PRIMARY SCHOOL,
500155881,KZN,HLABANA PRIMARY SCHOOL,
500156103,KZN,HLALANATHI HIGH SCHOOL,
500414659,KZN,HLALUNOLWAZI PRIMARY SCHOOL,
500157213,KZN,HLOKOMANI  PRIMARY SCHOOL,
500101602,KZN,HOERSKOOL AMAJUBA HIGH SCHOOL,
500158434,KZN,HOPE HIGH SCHOOL,
500159137,KZN,HUTTENPARK PRIMERE SKOOL,
500161949,KZN,IKHWEZI HIGH SCHOOL,
500161061,KZN,IMPALA SECONDARY SCHOOL,
500162689,KZN,INDONI PRIMARY SCHOOL,
500162726,KZN,INDONSA TECHNICAL HIGH SCHOOL,
500163059,KZN,INGABADE HIGH SCHOOL,
500163355,KZN,INGOGO PRIMARY SCHOOL,
500340363,KZN,INGWE PRIMARY SCHOOL,
500166352,KZN,INTUKU PRIMARY SCHOOL,
500166648,KZN,INVERNESS PRIMARY SCHOOL,
500166981,KZN,INZULULWAZI SECONDARY SCHOOL,
500167018,KZN,IPHUNGUPHUNGU PRIMARY SCHOOL,
500401339,KZN,ISIBONELESIHLE COMBINED PRIMARY SCHOOL,
500168091,KZN,ISIKHALISEZWE HIGH SCHOOL,
500327781,KZN,ISIPHOSEMVELO SECONDARY SCHOOL,
500169090,KZN,ISLAMIC COLLEGE NEWCASTLE,
500447515,KZN,ITHAMSANQA PRIMARY SCHOOL,
500440004,KZN,IZAZI SECONDARY SCHOOL,
500170385,KZN,IZIKO  PRIMARY   SCHOOL,
500339697,KZN,IZIMBUTHU PRIMARY SCHOOL,
500171421,KZN,JOBSTOWN PRIMARY SCHOOL,
500171754,KZN,JOYLANDS COMBINED SCHOOL,
500447552,KZN,KADWA SECONDARY SCHOOL,
500172938,KZN,KHALIMA PRIMARY SCHOOL,
500173826,KZN,KHASELIHLE FULL SERVICE SCHOOL,
500447478,KZN,KHETHOKUHLE PRIMARY SCHOOL,
500340104,KZN,KHETHUKUTHULA SECONDARY SCHOOL,
500174455,KZN,KHIPHOKUHLE PRIMARY SCHOOL,
500175047,KZN,KHULAKAHLE PRIMARY SCHOOL,
500175750,KZN,KILBARCHAN PRIMARY SCHOOL,
500175787,KZN,KILKEEL PRIMARY SCHOOL ,
500176120,KZN,KINGSLEY SIVANANDA COMBINED SCHOOL,
500176786,KZN,KOENIGSBERG PRIMARY SCHOOL,
500177489,KZN,KROMELLENBOOG  PRIMARY SCHOOL,
500180264,KZN,KWAMAGIDELA  SECONDARY SCHOOL,
500184519,KZN,KWETHU PRIMARY SCHOOL,
500185777,KZN,LEMBE COMBINED SCHOOL,
500185925,KZN,LENGOLA HIGH SCHOOL,
500186073,KZN,LENNOXTON PRIMARY SCHOOL,
500186221,KZN,LETHUKUTHULA PRIMARY SCHOOL,
500186591,KZN,LINCOLN HEIGHTS SECONDARY SCHOOL,
500186850,KZN,LINDOKUHLE PRIMARY SCHOOL,
500186961,KZN,LINGANI PRIMARY SCHOOL,
500189144,KZN,LUTHILUNYE C SCHOOL,
500191216,KZN,MADLANGENI PRIMARY SCHOOL,
500193436,KZN,MAHLEKEHLATHINI PRIMARY SCHOOL,
500195027,KZN,MALAMBULE HIGH SCHOOL,
500195878,KZN,MANA HIGH SCHOOL,
500191660,KZN,MANDLAMASHA COMBINED PRIMARY SCHOOL,
500200873,KZN,MASIHAMBISANE PRIMARY SCHOOL,
500201354,KZN,MATA PRIMARY SCHOOL,
500203537,KZN,MBALENHLE SENIOR PRIMARY SCHOOL,
500203907,KZN,MBATHANI PRIMARY SCHOOL,
500205054,KZN,MBUKENI SENIOR PRIMARY SCHOOL,
500206645,KZN,MDUMISENI HIGH SCHOOL,
500206793,KZN,MDUTSHULWA JUNIOR PRIMARY SCHOOL,
500414474,KZN,MEHLWANE PRIMARY SCHOOL,
500504347,KZN,MERIDIAN NEWCASTLE,
500212528,KZN,MLAMLELI PRIMARY SCHOOL,
500212935,KZN,MLONDOLOZI HIGH SCHOOL,
500213712,KZN,MNTIMANDE SCHOOL,
500214082,KZN,MNYAMANDE  SECONDARY SCHOOL,
500215266,KZN,MOSSDALE PRIMARY SCHOOL,
500215784,KZN,MOY PRIMARY SCHOOL,
500220964,KZN,MUZIKAYISE PRIMARY SCHOOL,
500221112,KZN,MUZOKHANYAYO HIGH SCHOOL,
500303252,KZN,MYAYIZA PRIMARY SCHOOL,
500221926,KZN,MZAMO HIGH SCHOOL,
500222407,KZN,MZIWETHU HIGH SCHOOL,
500223406,KZN,NCANDU COMBINED SCHOOL ,
500224109,KZN,NDABANHLE PRIMARY SCHOOL,
500226107,KZN,NDWAKAZANA COMBINED SCHOOL,
500226847,KZN,NEWCASTLE HIGH SCHOOL,
500226921,KZN,NEWCASTLE SENIOR PRIMARY SCHOOL,
500227513,KZN,NGCAKA COMBINED SCHOOL,
500230103,KZN,NHLAZADOLO COMBINED SCHOOL,
500230473,KZN,NHLOSOKUHLE HIGH SCHOOL,
500231287,KZN,NKABANE COMBINED SCHOOL,
500232027,KZN,NKLANGOZI PRIMARY SCHOOL,
500234173,KZN,NOKUKHANYA PRIMARY SCHOOL,
500218929,KZN,NTENDEKA COMBINED SCHOOL,
500240056,KZN,NTOBEKO PRIMARY SCHOOL,
500241684,KZN,NYANYADU PRIMARY SCHOOL,
500447441,KZN,NZIMENDE PRIMARY SCHOOL,
500242794,KZN,ODOLAND PRIMARY SCHOOL,
500243349,KZN,OKHALWENI PRIMARY SCHOOL,
500244903,KZN,OSIZWENI HIGH SCHOOL,
500246124,KZN,PANORAMA COMBINED SCHOOL,
500247530,KZN,PHAMBILI J.P SCHOOL,
500247900,KZN,PHATHAKAHLE HIGH SCHOOL,
500248307,KZN,PHENDUKANI FULL SERVICE HIGH SCHOOL,
500248566,KZN,PHIKELELA SENIOR PRIMARY SCHOOL,
500337736,KZN,PHUZUKUBONA PUBLIC SECONDARY SCHOOL,
500252414,KZN,QAPHELANI PRIMARY SCHOOL,
500252488,KZN,QEDIZABA PRIMARY SCHOOL                                                                  ,
500440041,KZN,QHAWELESIZWE PRIMARY SCHOOL ,
500253154,KZN,QHUBIMFUNDO PRIMARY SCHOOL,
500253857,KZN,QOPHUMLANDO PRIMARY SCHOOL,
500256780,KZN,RUTLAND COMBINED SCHOOL,
500256928,KZN,S.E.VAWDA PRIMARY SCHOOL,
500257076,KZN,SABELA SENIOR SECONDARY SCHOOL,
500341954,KZN,SATHYA SAI SCHOOL NEWCASTLE,
500259999,KZN,SEBENZANI PRIMARY SCHOOL ,
500260147,KZN,SEKUSILE SECONDARY SCHOOL,
500260628,KZN,SESIYABONGA HIGH SCHOOL,
500261072,KZN,SGODIPHOLA PRIMARY SCHOOL,
500493025,KZN,SHEKINAH CHRISTIAN ACADEMY,
500449254,KZN,SHEPSTONE LAKE PRIMARY SCHOOL,
500264809,KZN,SIKELELA PRIMARY SCHOOL,
500264957,KZN,SIKHONA PRIMARY SCHOOL,
500265993,KZN,SIMANGANYAWO PRIMARY SCHOOL,
500253117,KZN,SINQOBILE COMBINED SCHOOL,
500266807,KZN,SINQOBILE PRIMARY SCHOOL,
500267251,KZN,SIPHENI SENIOR PRIMARY SCHOOL,
500414585,KZN,SIPHESIHLE PRIMARY SCHOOL,
500267880,KZN,SIPHUMELELE PRIMARY SCHOOL,
500267917,KZN,SIPHUTHANDO PUBLIC COMBINED SCHOOL,
500268361,KZN,SISIZAKELE PRIMARY SCHOOL,
500414696,KZN,SISONKE PRIMARY SCHOOL,
500268842,KZN,SITHOBELUMTHETHO SENIOR PRIMARY SCHOOL,
500269841,KZN,SIYALUNGELWA SENIOR SECONDARY SCHOOL,
500269915,KZN,SIYAMUKELA HIGH SCHOOL,
500343693,KZN,SIYATHUTHUKA PRIMARY SCHOOL,
500270470,KZN,SIYAWELA PRIMARY SCHOOL,
500270914,KZN,SIZAKANCANE PRIMARY SCHOOL,
500303770,KZN,SIZAMOKUHLE   PRIMARY SCHOOL,
500271136,KZN,SIZANANI SECONDARY SCHOOL,
500271395,KZN,SIZIMELE HIGH SCHOOL,
500271765,KZN,SIZWE HIGH SCHOOL,
500272098,KZN,SLAGVELD PRIMARY SCHOOL,
500273467,KZN,SONDELANI PRIMARY SCHOOL,
500273985,KZN,SOSINDA PRIMARY SCHOOL,
500274651,KZN,SPOOKMILL  PRIMARY  SCHOOL ,
500275539,KZN,ST DOMINICS NEWCASTLE COMBINED SCHOOL,
500276538,KZN,ST OSWALDS SECONDARY SCHOOL,
500105598,KZN,ST. LEWIS BERTRAND'S HIGH SCHOOL,
500279017,KZN,SURYAVILLE PRIMARY SCHOOL,
500280793,KZN,THATHUNYAWO HIGH SCHOOL,
500281383,KZN,THEMBALENTSHA  HIGH  SCHOOL,
500489954,KZN,THEMBINKOSI PRIMARY SCHOOL,
500281977,KZN,THIYASIZWE PRIMARY SCHOOL,
500282014,KZN,THOBANI SP SCHOOL,
500283346,KZN,THUBELIHLE HIGH SCHOOL,
500286158,KZN,UELZEN PRIMARY SCHOOL,
500322196,KZN,UMCEBOWOLWAZI PRIMARY SCHOOL,
500288415,KZN,UMLWANE PRIMARY SCHOOL,
500440115,KZN,UMZILA PRIMARY SCHOOL,
500401413,KZN,UMZILIKAZI HIGH SCHOOL,
500290561,KZN,UTRECHT HIGH SCHOOL,
500290598,KZN,UTRECHT PRIMARY SCHOOL,
500291597,KZN,VERDRIET PRIMARY SCHOOL,
500414511,KZN,VS ZULU PRIMARY SCHOOL,
500292966,KZN,VUKANI JUNIOR PRIMARY SCHOOL,
500343730,KZN,VULINDLELA  PRIMARY  SCHOOL,
500293854,KZN,VUMELANI JUNIOR PRIMARY SCHOOL,
500294372,KZN,WAAIHOEK PRIMARY SCHOOL,
500296666,KZN,WIT-UMFOLOZI COMBINED SCHOOL,
500297813,KZN,XOLANI HIGH SCHOOL,
500298294,KZN,ZABALAZA COMBINED SCHOOL,
500318126,KZN,ZAMA HIGH SCHOOL,
500299626,KZN,ZIBAMBELENI SENIOR SECONDARY SCHOOL,
500300588,KZN,ZIPHAKAMISENI HIGH SCHOOL,
500300921,KZN,ZITHUTHUKISE PRIMARY SCHOOL,
500301032,KZN,ZIZUZELE PRIMARY SCHOOL,
500301439,KZN,ZUZA PRIMARY SCHOOL,
500493654,KZN,AMAKHUZE SECONDARY SCHOOL,
500423576,KZN,AMAWUSHE JUNIOR SECONDARY SCHOOL,
500102934,KZN,AMAZABEKO HIGH SCHOOL,
500423613,KZN,ANTIOCH JUNIOR SECONDARY SCHOOL,
500104007,KZN,ASIQHUBEKE PRIMARY SCHOOL,
500423650,KZN,BAMBANANI JUNIOR SECONDARY SCHOOL,
500106227,KZN,BATLOKOA HIGH SCHOOL,
500106856,KZN,BEERSHEBA PRIMARY SCHOOL,
500338328,KZN,BEKEZELANI JUNIOR SECONDARY SCHOOL,
500107892,KZN,BHAMBATHA PRIMARY SCHOOL,
500109076,KZN,BHEKUKUPHIWA PRIMARY SCHOOL,
500109409,KZN,BHENSELA PRIMARY SCHOOL,
500109520,KZN,BHIDLA PRIMARY SCHOOL,
500110556,KZN,BLESSED LUANDA PRIMARY SCHOOL,
500423687,KZN,BLOEMFONTEIN PRIMARY SCHOOL,
500423724,KZN,BOMBASI JUNIOR SECONDARY SCHOOL,
500423761,KZN,BOMVINI PRIMARY SCHOOL,
500423798,KZN,BONGINCEBA PRIMARY SCHOOL,
500111111,KZN,BONGINDAWO PRIMARY SCHOOL,
500423835,KZN,BONTRAND JUNIOR SECONDARY SCHOOL,
500423872,KZN,BRANDWOOD JUNIOR SECONDARY SCHOOL,
500112665,KZN,BROTENI PRIMARY  SCHOOL,
500423909,KZN,BUHLEBEZWE SENIOR PRIMARY SCHOOL,
500113664,KZN,BULWER PRIMARY SCHOOL,
500423946,KZN,BUNGENDE JUNIOR SECONDARY SCHOOL,
500113923,KZN,BUTHATHUBUNYE HIGH SCHOOL,
500423983,KZN,CABANE JUNIOR SECONDARY SCHOOL,
500114293,KZN,CAMANGA PRIMARY SCHOOL,
500114441,KZN,CARISBROOKE INCLUSIVE PRIMARY SCHOOL,
500114478,KZN,CARL MALCOMESS HIGH SCHOOL,
500115218,KZN,CEKAZI PRIMARY SCHOOL,
500115662,KZN,CENTOCOW HIGH SCHOOL,
500424020,KZN,CETYWAYO SENIOR PRIMARY SCHOOL,
500116106,KZN,CHARLTON PRIMARY SCHOOL,
500424057,KZN,CLYDESDALE JUNIOR SECONDARY SCHOOL,
500424094,KZN,CLYDESDALE SENIOR SECONDARY SCHOOL,
500424131,KZN,COMMON'SVALLEY JUNIOR SECONDARY SCHOOL,
500117993,KZN,COOPERDALE PRIMARY SCHOOL.,
500424168,KZN,CORINTH PRIMARY SCHOOL,
500442483,KZN,COTHOZA PRIMARY SCHOOL,
500118548,KZN,CREIGHTON PRIMARY SCHOOL,
500118918,KZN,CURRAGH  PRIMARY SCHOOL,
500424390,KZN,D.R.C JUNIOR SECONDARY SCHOOL,
500424242,KZN,DEEPDALE JUNIOR SECONDARY SCHOOL,
500424279,KZN,DELAMUZI PRIMARY SCHOOL,
500424316,KZN,DIEPKLOOF COMBINED SCHOOL,
500121397,KZN,DINGEKA TECHNICAL HIGH SCHOOL,
500322899,KZN,DINGIZWE HIGH SCHOOL,
500308136,KZN,DLANGANI HIGH SCHOOL,
500122729,KZN,DONNYBROOK PRIMARY SCHOOL,
500424353,KZN,DOVEDALE SENIOR PRIMARY SCHOOL,
500123136,KZN,DOWDLE PRIMARY SCHOOL,
500424205,KZN,DRC SENIOR SECONDARY SCHOOL,
500424427,KZN,DRIEFONTEIN JUNIOR SECONDARY SCHOOL,
500424464,KZN,DULATI COMBINED SCHOOL,
500124024,KZN,DUMABEZWE SECONDARY SCHOOL  ,
500424501,KZN,DUMAKUDE SENIOR SECONDARY SCHOOL,
500424538,KZN,DUMISA COMBINED SCHOOL,
500424575,KZN,EASTLANDS JUNIOR PRIMARY SCHOOL,
